Country,Continent,Category,Bucket,uniqueID,Freq,adj_Bucket
Continent,Africa,Women Mps (% Of All Mps),2,AfricaWomen Mps (% Of All Mps)2,12,2
Continent,Africa,Women Mps (% Of All Mps),3,AfricaWomen Mps (% Of All Mps)3,13,3
Continent,Africa,Women Mps (% Of All Mps),4,AfricaWomen Mps (% Of All Mps)4,10,4
Continent,Africa,Women Mps (% Of All Mps),5,AfricaWomen Mps (% Of All Mps)5,4,5
Continent,Africa,Women Mps (% Of All Mps),6,AfricaWomen Mps (% Of All Mps)6,6,6
Continent,Africa,Women Mps (% Of All Mps),7,AfricaWomen Mps (% Of All Mps)7,6,7
Continent,Africa,Women Mps (% Of All Mps),8,AfricaWomen Mps (% Of All Mps)8,0,8
Continent,Africa,Women Mps (% Of All Mps),9,AfricaWomen Mps (% Of All Mps)9,0,9
Continent,Africa,Women Mps (% Of All Mps),10,AfricaWomen Mps (% Of All Mps)10,1,10
Continent,Africa,Women Mps (% Of All Mps),No Data,AfricaWomen Mps (% Of All Mps)No Data,0,No Data
Continent,Asia,Women Mps (% Of All Mps),1,AsiaWomen Mps (% Of All Mps)1,9,1
Continent,Asia,Women Mps (% Of All Mps),2,AsiaWomen Mps (% Of All Mps)2,7,2
Continent,Asia,Women Mps (% Of All Mps),3,AsiaWomen Mps (% Of All Mps)3,7,3
Continent,Asia,Women Mps (% Of All Mps),4,AsiaWomen Mps (% Of All Mps)4,9,4
Continent,Asia,Women Mps (% Of All Mps),5,AsiaWomen Mps (% Of All Mps)5,9,5
Continent,Asia,Women Mps (% Of All Mps),6,AsiaWomen Mps (% Of All Mps)6,1,6
Continent,Asia,Women Mps (% Of All Mps),7,AsiaWomen Mps (% Of All Mps)7,0,7
Continent,Asia,Women Mps (% Of All Mps),8,AsiaWomen Mps (% Of All Mps)8,0,8
Continent,Asia,Women Mps (% Of All Mps),9,AsiaWomen Mps (% Of All Mps)9,0,9
Continent,Asia,Women Mps (% Of All Mps),10,AsiaWomen Mps (% Of All Mps)10,0,10
Continent,Asia,Women Mps (% Of All Mps),No Data,AsiaWomen Mps (% Of All Mps)No Data,1,No Data
Continent,Europe,Women Mps (% Of All Mps),1,EuropeWomen Mps (% Of All Mps)1,0,1
Continent,Europe,Women Mps (% Of All Mps),2,EuropeWomen Mps (% Of All Mps)2,3,2
Continent,Europe,Women Mps (% Of All Mps),3,EuropeWomen Mps (% Of All Mps)3,7,3
Continent,Europe,Women Mps (% Of All Mps),4,EuropeWomen Mps (% Of All Mps)4,11,4
Continent,Europe,Women Mps (% Of All Mps),5,EuropeWomen Mps (% Of All Mps)5,6,5
Continent,Europe,Women Mps (% Of All Mps),6,EuropeWomen Mps (% Of All Mps)6,9,6
Continent,Europe,Women Mps (% Of All Mps),7,EuropeWomen Mps (% Of All Mps)7,6,7
Continent,Europe,Women Mps (% Of All Mps),8,EuropeWomen Mps (% Of All Mps)8,2,8
Continent,Europe,Women Mps (% Of All Mps),9,EuropeWomen Mps (% Of All Mps)9,0,9
Continent,Europe,Women Mps (% Of All Mps),10,EuropeWomen Mps (% Of All Mps)10,0,10
Continent,Europe,Women Mps (% Of All Mps),No Data,EuropeWomen Mps (% Of All Mps)No Data,1,No Data
Continent,North America,Women Mps (% Of All Mps),1,North AmericaWomen Mps (% Of All Mps)1,1,1
Continent,North America,Women Mps (% Of All Mps),2,North AmericaWomen Mps (% Of All Mps)2,2,2
Continent,North America,Women Mps (% Of All Mps),3,North AmericaWomen Mps (% Of All Mps)3,8,3
Continent,North America,Women Mps (% Of All Mps),4,North AmericaWomen Mps (% Of All Mps)4,0,4
Continent,North America,Women Mps (% Of All Mps),5,North AmericaWomen Mps (% Of All Mps)5,4,5
Continent,North America,Women Mps (% Of All Mps),6,North AmericaWomen Mps (% Of All Mps)6,4,6
Continent,North America,Women Mps (% Of All Mps),7,North AmericaWomen Mps (% Of All Mps)7,1,7
Continent,North America,Women Mps (% Of All Mps),8,North AmericaWomen Mps (% Of All Mps)8,2,8
Continent,North America,Women Mps (% Of All Mps),9,North AmericaWomen Mps (% Of All Mps)9,0,9
Continent,North America,Women Mps (% Of All Mps),10,North AmericaWomen Mps (% Of All Mps)10,0,10
Continent,North America,Women Mps (% Of All Mps),No Data,North AmericaWomen Mps (% Of All Mps)No Data,0,No Data
Continent,South America,Women Mps (% Of All Mps),1,South AmericaWomen Mps (% Of All Mps)1,0,1
Continent,South America,Women Mps (% Of All Mps),2,South AmericaWomen Mps (% Of All Mps)2,1,2
Continent,South America,Women Mps (% Of All Mps),3,South AmericaWomen Mps (% Of All Mps)3,2,3
Continent,South America,Women Mps (% Of All Mps),4,South AmericaWomen Mps (% Of All Mps)4,3,4
Continent,South America,Women Mps (% Of All Mps),5,South AmericaWomen Mps (% Of All Mps)5,2,5
Continent,South America,Women Mps (% Of All Mps),6,South AmericaWomen Mps (% Of All Mps)6,1,6
Continent,South America,Women Mps (% Of All Mps),7,South AmericaWomen Mps (% Of All Mps)7,2,7
Continent,South America,Women Mps (% Of All Mps),8,South AmericaWomen Mps (% Of All Mps)8,0,8
Continent,South America,Women Mps (% Of All Mps),9,South AmericaWomen Mps (% Of All Mps)9,1,9
Continent,South America,Women Mps (% Of All Mps),10,South AmericaWomen Mps (% Of All Mps)10,0,10
Continent,South America,Women Mps (% Of All Mps),No Data,South AmericaWomen Mps (% Of All Mps)No Data,0,No Data
Continent,Oceania,Women Mps (% Of All Mps),1,OceaniaWomen Mps (% Of All Mps)1,5,1
Continent,Oceania,Women Mps (% Of All Mps),2,OceaniaWomen Mps (% Of All Mps)2,5,2
Continent,Oceania,Women Mps (% Of All Mps),3,OceaniaWomen Mps (% Of All Mps)3,2,3
Continent,Oceania,Women Mps (% Of All Mps),4,OceaniaWomen Mps (% Of All Mps)4,0,4
Continent,Oceania,Women Mps (% Of All Mps),5,OceaniaWomen Mps (% Of All Mps)5,1,5
Continent,Oceania,Women Mps (% Of All Mps),6,OceaniaWomen Mps (% Of All Mps)6,1,6
Continent,Oceania,Women Mps (% Of All Mps),7,OceaniaWomen Mps (% Of All Mps)7,0,7
Continent,Oceania,Women Mps (% Of All Mps),8,OceaniaWomen Mps (% Of All Mps)8,0,8
Continent,Oceania,Women Mps (% Of All Mps),9,OceaniaWomen Mps (% Of All Mps)9,0,9
Continent,Oceania,Women Mps (% Of All Mps),10,OceaniaWomen Mps (% Of All Mps)10,0,10
Continent,Oceania,Women Mps (% Of All Mps),No Data,OceaniaWomen Mps (% Of All Mps)No Data,0,No Data
Continent,UN Security Council,Women Mps (% Of All Mps),1,UN Security CouncilWomen Mps (% Of All Mps)1,0,1
Continent,UN Security Council,Women Mps (% Of All Mps),2,UN Security CouncilWomen Mps (% Of All Mps)2,0,2
Continent,UN Security Council,Women Mps (% Of All Mps),3,UN Security CouncilWomen Mps (% Of All Mps)3,1,3
Continent,UN Security Council,Women Mps (% Of All Mps),4,UN Security CouncilWomen Mps (% Of All Mps)4,2,4
Continent,UN Security Council,Women Mps (% Of All Mps),5,UN Security CouncilWomen Mps (% Of All Mps)5,0,5
Continent,UN Security Council,Women Mps (% Of All Mps),6,UN Security CouncilWomen Mps (% Of All Mps)6,1,6
Continent,UN Security Council,Women Mps (% Of All Mps),7,UN Security CouncilWomen Mps (% Of All Mps)7,1,7
Continent,UN Security Council,Women Mps (% Of All Mps),8,UN Security CouncilWomen Mps (% Of All Mps)8,0,8
Continent,UN Security Council,Women Mps (% Of All Mps),9,UN Security CouncilWomen Mps (% Of All Mps)9,0,9
Continent,UN Security Council,Women Mps (% Of All Mps),10,UN Security CouncilWomen Mps (% Of All Mps)10,0,10
Continent,UN Security Council,Women Mps (% Of All Mps),No Data,UN Security CouncilWomen Mps (% Of All Mps)No Data,0,No Data
Continent,Africa,Civil Liberties Score ,11,AfricaCivil Liberties Score 11,0,0
Continent,Africa,Control Of Corruption,11,AfricaControl Of Corruption11,0,11
Continent,Africa,Education Expenditure Per Person ,11,AfricaEducation Expenditure Per Person 11,0,11
Continent,Africa,Education Expenditure% Of Gdp,11,AfricaEducation Expenditure% Of Gdp11,0,11
Continent,Africa,Financial Freedom Score,11,AfricaFinancial Freedom Score11,0,11
Continent,Africa,GDP (Billions PPP),11,AfricaGDP (Billions PPP)11,0,11
Continent,Africa,GDP Growth (Annual %),11,AfricaGDP Growth (Annual %)11,0,11
Continent,Africa,GDP per Capita (PPP),11,AfricaGDP per Capita (PPP)11,0,11
Continent,Africa,GINI Index,11,AfricaGINI Index11,0,0
Continent,Africa,Government Effectiveness,11,AfricaGovernment Effectiveness11,0,11
Continent,Africa,Government Expenditure (% Of Gdp),11,AfricaGovernment Expenditure (% Of Gdp)11,0,11
Continent,Africa,Government Integrity Score,11,AfricaGovernment Integrity Score11,0,11
Continent,Africa,Happy Planet Index,11,AfricaHappy Planet Index11,0,11
Continent,Africa,Health Expenditure % of GDP,11,AfricaHealth Expenditure % of GDP11,0,11
Continent,Africa,Health Expenditure Per Person,11,AfricaHealth Expenditure Per Person11,0,11
Continent,Africa,Human Development Index,11,AfricaHuman Development Index11,0,11
Continent,Africa,Judicial Effectiveness Score,11,AfricaJudicial Effectiveness Score11,0,11
Continent,Africa,Overall Economic Freedom Score,11,AfricaOverall Economic Freedom Score11,0,11
Continent,Africa,Political Rights Score ,11,AfricaPolitical Rights Score 11,0,0
Continent,Africa,Political Stability & Absence Of Violence,11,AfricaPolitical Stability & Absence Of Violence11,0,11
Continent,Africa,Population,11,AfricaPopulation11,0,11
Continent,Africa,Property Rights Score,11,AfricaProperty Rights Score11,0,11
Continent,Africa,Regulatory Quality,11,AfricaRegulatory Quality11,0,11
Continent,Africa,Rule Of Law,11,AfricaRule Of Law11,0,11
Continent,Africa,School Life Expectancy (Years),11,AfricaSchool Life Expectancy (Years)11,0,11
Continent,Africa,Surface Area (Km2),11,AfricaSurface Area (Km2)11,0,11
Continent,Africa,Sustainable Economic Development Assessment (SEDA),11,AfricaSustainable Economic Development Assessment (SEDA)11,0,11
Continent,Africa,Tax Burden Score,11,AfricaTax Burden Score11,0,11
Continent,Africa,Unemployment (%),11,AfricaUnemployment (%)11,0,0
Continent,Africa,Women Mps (% Of All Mps),11,AfricaWomen Mps (% Of All Mps)11,0,11
Continent,Africa,World Happiness Report Score,11,AfricaWorld Happiness Report Score11,0,11
Continent,Asia,Civil Liberties Score ,11,AsiaCivil Liberties Score 11,0,0
Continent,Asia,Control Of Corruption,11,AsiaControl Of Corruption11,0,11
Continent,Asia,Education Expenditure Per Person ,11,AsiaEducation Expenditure Per Person 11,0,11
Continent,Asia,Education Expenditure% Of Gdp,11,AsiaEducation Expenditure% Of Gdp11,0,11
Continent,Asia,Financial Freedom Score,11,AsiaFinancial Freedom Score11,0,11
Continent,Asia,GDP (Billions PPP),11,AsiaGDP (Billions PPP)11,0,11
Continent,Asia,GDP Growth (Annual %),11,AsiaGDP Growth (Annual %)11,0,11
Continent,Asia,GDP per Capita (PPP),11,AsiaGDP per Capita (PPP)11,0,11
Continent,Asia,GINI Index,11,AsiaGINI Index11,0,0
Continent,Asia,Government Effectiveness,11,AsiaGovernment Effectiveness11,0,11
Continent,Asia,Government Expenditure (% Of Gdp),11,AsiaGovernment Expenditure (% Of Gdp)11,0,11
Continent,Asia,Government Integrity Score,11,AsiaGovernment Integrity Score11,0,11
Continent,Asia,Happy Planet Index,11,AsiaHappy Planet Index11,0,11
Continent,Asia,Health Expenditure % of GDP,11,AsiaHealth Expenditure % of GDP11,0,11
Continent,Asia,Health Expenditure Per Person,11,AsiaHealth Expenditure Per Person11,0,11
Continent,Asia,Human Development Index,11,AsiaHuman Development Index11,0,11
Continent,Asia,Judicial Effectiveness Score,11,AsiaJudicial Effectiveness Score11,0,11
Continent,Asia,Overall Economic Freedom Score,11,AsiaOverall Economic Freedom Score11,0,11
Continent,Asia,Political Rights Score ,11,AsiaPolitical Rights Score 11,0,0
Continent,Asia,Political Stability & Absence Of Violence,11,AsiaPolitical Stability & Absence Of Violence11,0,11
Continent,Asia,Population,11,AsiaPopulation11,0,11
Continent,Asia,Property Rights Score,11,AsiaProperty Rights Score11,0,11
Continent,Asia,Regulatory Quality,11,AsiaRegulatory Quality11,0,11
Continent,Asia,Rule Of Law,11,AsiaRule Of Law11,0,11
Continent,Asia,School Life Expectancy (Years),11,AsiaSchool Life Expectancy (Years)11,0,11
Continent,Asia,Surface Area (Km2),11,AsiaSurface Area (Km2)11,0,11
Continent,Asia,Sustainable Economic Development Assessment (SEDA),11,AsiaSustainable Economic Development Assessment (SEDA)11,0,11
Continent,Asia,Tax Burden Score,11,AsiaTax Burden Score11,0,11
Continent,Asia,Unemployment (%),11,AsiaUnemployment (%)11,0,0
Continent,Asia,Women Mps (% Of All Mps),11,AsiaWomen Mps (% Of All Mps)11,0,11
Continent,Asia,World Happiness Report Score,11,AsiaWorld Happiness Report Score11,0,11
Continent,Europe,Civil Liberties Score ,11,EuropeCivil Liberties Score 11,0,0
Continent,Europe,Control Of Corruption,11,EuropeControl Of Corruption11,0,11
Continent,Europe,Education Expenditure Per Person ,11,EuropeEducation Expenditure Per Person 11,0,11
Continent,Europe,Education Expenditure% Of Gdp,11,EuropeEducation Expenditure% Of Gdp11,0,11
Continent,Europe,Financial Freedom Score,11,EuropeFinancial Freedom Score11,0,11
Continent,Europe,GDP (Billions PPP),11,EuropeGDP (Billions PPP)11,0,11
Continent,Europe,GDP Growth (Annual %),11,EuropeGDP Growth (Annual %)11,0,11
Continent,Europe,GDP per Capita (PPP),11,EuropeGDP per Capita (PPP)11,0,11
Continent,Europe,GINI Index,11,EuropeGINI Index11,0,0
Continent,Europe,Government Effectiveness,11,EuropeGovernment Effectiveness11,0,11
Continent,Europe,Government Expenditure (% Of Gdp),11,EuropeGovernment Expenditure (% Of Gdp)11,0,11
Continent,Europe,Government Integrity Score,11,EuropeGovernment Integrity Score11,0,11
Continent,Europe,Happy Planet Index,11,EuropeHappy Planet Index11,0,11
Continent,Europe,Health Expenditure % of GDP,11,EuropeHealth Expenditure % of GDP11,0,11
Continent,Europe,Health Expenditure Per Person,11,EuropeHealth Expenditure Per Person11,0,11
Continent,Europe,Human Development Index,11,EuropeHuman Development Index11,0,11
Continent,Europe,Judicial Effectiveness Score,11,EuropeJudicial Effectiveness Score11,0,11
Continent,Europe,Overall Economic Freedom Score,11,EuropeOverall Economic Freedom Score11,0,11
Continent,Europe,Political Rights Score ,11,EuropePolitical Rights Score 11,0,0
Continent,Europe,Political Stability & Absence Of Violence,11,EuropePolitical Stability & Absence Of Violence11,0,11
Continent,Europe,Population,11,EuropePopulation11,0,11
Continent,Europe,Property Rights Score,11,EuropeProperty Rights Score11,0,11
Continent,Europe,Regulatory Quality,11,EuropeRegulatory Quality11,0,11
Continent,Europe,Rule Of Law,11,EuropeRule Of Law11,0,11
Continent,Europe,School Life Expectancy (Years),11,EuropeSchool Life Expectancy (Years)11,0,11
Continent,Europe,Surface Area (Km2),11,EuropeSurface Area (Km2)11,0,11
Continent,Europe,Sustainable Economic Development Assessment (SEDA),11,EuropeSustainable Economic Development Assessment (SEDA)11,0,11
Continent,Europe,Tax Burden Score,11,EuropeTax Burden Score11,0,11
Continent,Europe,Unemployment (%),11,EuropeUnemployment (%)11,0,0
Continent,Europe,Women Mps (% Of All Mps),11,EuropeWomen Mps (% Of All Mps)11,0,11
Continent,Europe,World Happiness Report Score,11,EuropeWorld Happiness Report Score11,0,11
Continent,North America,Civil Liberties Score ,11,North AmericaCivil Liberties Score 11,0,0
Continent,North America,Control Of Corruption,11,North AmericaControl Of Corruption11,0,11
Continent,North America,Education Expenditure Per Person ,11,North AmericaEducation Expenditure Per Person 11,0,11
Continent,North America,Education Expenditure% Of Gdp,11,North AmericaEducation Expenditure% Of Gdp11,0,11
Continent,North America,Financial Freedom Score,11,North AmericaFinancial Freedom Score11,0,11
Continent,North America,GDP (Billions PPP),11,North AmericaGDP (Billions PPP)11,0,11
Continent,North America,GDP Growth (Annual %),11,North AmericaGDP Growth (Annual %)11,0,11
Continent,North America,GDP per Capita (PPP),11,North AmericaGDP per Capita (PPP)11,0,11
Continent,North America,GINI Index,11,North AmericaGINI Index11,0,0
Continent,North America,Government Effectiveness,11,North AmericaGovernment Effectiveness11,0,11
Continent,North America,Government Expenditure (% Of Gdp),11,North AmericaGovernment Expenditure (% Of Gdp)11,0,11
Continent,North America,Government Integrity Score,11,North AmericaGovernment Integrity Score11,0,11
Continent,North America,Happy Planet Index,11,North AmericaHappy Planet Index11,0,11
Continent,North America,Health Expenditure % of GDP,11,North AmericaHealth Expenditure % of GDP11,0,11
